3.62943	4.72222
3.62943	1.14303
3.34114	1.14303
3.34114	1.81703
2.09216	1.81703
2.09216	0.988115
1.28832	0.988115
1.28832	1.33961
0.862004	1.33961
0.862004	0.38878
1.38561	0.38878
1.38561	1.2455
3.37294	1.2455
3.37294	2.12708
7.9981	2.12708
7.9981	3.34263
1.2733	3.34263
1.2733	0.0468437
1.77993	0.0468437
1.77993	0.533556
0.246778	0.533556
0.246778	0.257511
6.72015	0.257511
6.72015	2.02492
5.96384	2.02492
5.96384	3.85435
2.40056	3.85435
2.40056	0.921822
1.96721	0.921822
1.96721	1.05152
6.65802	1.05152
6.65802	0.547988
1.7323	0.547988
1.7323	0.276479
3.0839	0.276479
3.0839	2.69462
3.2552	2.69462
3.2552	0.848536
10.074	0.848536
10.074	0.752545
3.27011	0.752545
3.27011	1.26508
5.64879	1.26508
5.64879	1.92823
2.11007	1.92823
2.11007	0.625468
1.22733	0.625468
1.22733	0.682059
0.357835	0.682059
0.357835	1.55725
2.44229	1.55725
2.44229	0.190242
1.78469	0.190242
1.78469	2.09586
2.53163	2.09586
2.53163	0.124469
0.980348	0.124469
0.980348	1.96044
1.09378	1.96044
1.09378	0.707533
4.16206	0.707533
4.16206	0.562734
5.50615	0.562734
5.50615	3.45779
1.02107	3.45779
1.02107	1.58884
2.28378	1.58884
2.28378	0.773092
1.42286	0.773092
1.42286	2.70761
4.33022	2.70761
4.33022	2.94705
0.0729843	2.94705
0.0729843	0.14792
3.4206	0.14792
3.4206	3.34151
0.242751	3.34151
0.242751	0.521777
0.563518	0.521777
0.563518	0.242308
2.94203	0.242308
2.94203	0.612332
1.76212	0.612332
1.76212	1.72476
1.78719	1.72476
1.78719	1.98585
4.70068	1.98585
4.70068	0.723427
1.53696	0.723427
1.53696	1.10889
1.24385	1.10889
1.24385	1.75264
7.35715	1.75264
7.35715	2.70649
3.42895	2.70649
3.42895	1.20581
2.27405	1.20581
2.27405	6.20359
2.94378	6.20359
2.94378	0.0391576
2.21656	0.0391576
2.21656	0.516719
4.90235	0.516719
4.90235	2.22274
0.95245	2.22274
0.95245	1.79102
2.02244	1.79102
2.02244	0.722953
1.01112	0.722953
1.01112	2.19146
2.61392	2.19146
2.61392	0.502776
1.74555	0.502776
1.74555	0.774623
2.67917	0.774623
2.67917	4.05321
0.808327	4.05321
0.808327	1.16422
1.28452	1.16422
1.28452	3.70912
3.2698	3.70912
3.2698	0.337946
3.66186	0.337946
3.66186	0.505305
2.78902	0.505305
2.78902	4.46052
2.69431	4.46052
2.69431	2.65086
1.27442	2.65086
1.27442	0.969374
1.2502	0.969374
1.2502	2.10242
0.581445	2.10242
0.581445	0.811694
2.54881	0.811694
2.54881	3.917
1.96026	3.917
1.96026	0.15063
2.83624	0.15063
2.83624	0.815897
5.48481	0.815897
5.48481	0.794514
5.78742	0.794514
5.78742	0.382327
1.60944	0.382327
1.60944	2.33346
3.69754	2.33346
3.69754	0.200752
3.79656	0.200752
3.79656	1.85725
2.40737	1.85725
2.40737	0.710508
0.178033	0.710508
0.178033	2.24297
2.2996	2.24297
2.2996	2.46196
1.21193	2.46196
1.21193	0.745314
4.25263	0.745314
4.25263	0.00617786
0.843706	0.00617786
0.843706	1.22535
0.162773	1.22535
0.162773	0.576255
4.17846	0.576255
4.17846	1.36238
0.517485	1.36238
0.517485	5.12908
1.18116	5.12908
1.18116	3.86787
5.23104	3.86787
5.23104	1.5212
5.86673	1.5212
5.86673	1.5559
3.71544	1.5559
3.71544	2.54144
5.64875	2.54144
5.64875	1.49445
2.77045	1.49445
2.77045	1.14436
3.94216	1.14436
3.94216	0.385748
3.29037	0.385748
3.29037	0.592201
1.19443	0.592201
1.19443	2.21158
0.312722	2.21158
0.312722	1.48409
4.38324	1.48409
4.38324	5.05482
0.494165	5.05482
0.494165	0.504071
0.384105	0.504071
0.384105	1.18468
2.3781	1.18468
2.3781	0.263019
3.56256	0.263019
3.56256	1.83635
0.268527	1.83635
0.268527	0.0914823
5.60576	0.0914823
5.60576	4.22553
1.06911	4.22553
1.06911	0.637419
7.26073	0.637419
7.26073	0.724873
0.952945	0.724873
0.952945	3.79482
1.83219	3.79482
1.83219	3.63631
1.31379	3.63631
1.31379	3.04884
1.75222	3.04884
1.75222	2.90635
1.48562	2.90635
1.48562	0.65728
2.90156	0.65728
2.90156	1.71004
1.57665	1.71004
1.57665	4.49535
2.83538	4.49535
2.83538	1.86429
3.64567	1.86429
3.64567	0.942015
2.91393	0.942015
2.91393	0.655322
0.319146	0.655322
0.319146	2.09936
4.49609	2.09936
4.49609	5.26606
2.11864	5.26606
2.11864	2.09944
2.23498	2.09944
2.23498	0.549682
5.05173	0.549682
5.05173	1.60364
7.85762	1.60364
7.85762	0.492321
1.6789	0.492321
1.6789	0.219386
0.669433	0.219386
0.669433	2.08774
1.74363	2.08774
1.74363	0.273357
3.93206	0.273357
3.93206	3.09898
1.15177	3.09898
1.15177	1.44977
4.9899	1.44977
4.9899	14.1557
1.60369	14.1557
1.60369	0.731973
2.52006	0.731973
2.52006	1.1438
1.96029	1.1438
1.96029	1.45311
6.34059	1.45311
6.34059	0.0714727
2.08019	0.0714727
2.08019	1.39254
0.83176	1.39254
0.83176	6.48476
3.66864	6.48476
3.66864	2.34838
1.61432	2.34838
1.61432	0.666596
0.882073	0.666596
0.882073	2.00015
2.01287	2.00015
2.01287	3.3255
3.52426	3.3255
3.52426	5.21674
0.312043	5.21674
0.312043	2.78869
1.86176	2.78869
1.86176	0.303072
1.30888	0.303072
1.30888	0.632717
6.39709	0.632717
6.39709	0.536967
0.24428	0.536967
0.24428	0.52841
11.0452	0.52841
11.0452	1.86322
3.57191	1.86322
3.57191	4.34976
0.56413	4.34976
0.56413	1.49995
1.40493	1.49995
1.40493	5.7576
0.987662	5.7576
0.987662	1.08613
2.0205	1.08613
2.0205	1.18089
1.65512	1.18089
1.65512	0.0115852
5.11338	0.0115852
5.11338	0.623687
2.28571	0.623687
2.28571	2.66379
2.75749	2.66379
2.75749	1.49724
1.81344	1.49724
1.81344	2.79657
7.11676	2.79657
7.11676	0.13313
8.58071	0.13313
8.58071	0.47313
0.214364	0.47313
0.214364	0.841919
0.868876	0.841919
0.868876	0.135355
2.78318	0.135355
2.78318	1.46559
2.14796	1.46559
2.14796	0.271065
1.13148	0.271065
1.13148	3.79637
0.590364	3.79637
0.590364	2.04395
8.92962	2.04395
8.92962	0.425654
2.30226	0.425654
2.30226	0.946223
0.926922	0.946223
0.926922	1.2236
3.22511	1.2236
3.22511	0.0579997
4.6224	0.0579997
4.6224	0.0739308
1.78818	0.0739308
1.78818	4.40275
5.55006	4.40275
5.55006	0.996968
1.48618	0.996968
1.48618	0.315608
2.42822	0.315608
2.42822	2.12741
5.84051	2.12741
5.84051	0.071063
1.69802	0.071063
1.69802	4.3907
6.30841	4.3907
6.30841	3.21048
4.4419	3.21048
4.4419	1.40379
1.9574	1.40379
1.9574	0.572629
1.44735	0.572629
1.44735	0.483405
4.55657	0.483405
4.55657	6.05878
1.65562	6.05878
1.65562	0.798589
5.54576	0.798589
5.54576	3.15791
2.96494	3.15791
2.96494	0.910817
0.425662	0.910817
0.425662	1.07116
0.0372463	1.07116
0.0372463	1.22278
0.473453	1.22278
0.473453	1.00573
0.288558	1.00573
0.288558	1.96349
7.73229	1.96349
7.73229	0.208918
6.48935	0.208918
6.48935	2.17118
0.546239	2.17118
0.546239	7.80845
2.16218	7.80845
2.16218	0.529732
0.208308	0.529732
0.208308	4.10791
1.46032	4.10791
1.46032	1.79836
0.662294	1.79836
0.662294	2.20056
2.68671	2.20056
2.68671	0.758833
9.29261	0.758833
9.29261	2.7088
0.199729	2.7088
0.199729	1.01521
6.62051	1.01521
6.62051	2.15518
3.87904	2.15518
3.87904	0.783044
2.563	0.783044
2.563	1.14594
6.28143	1.14594
6.28143	4.59693
1.56785	4.59693
1.56785
