2.95501e-39	0
8.2147	0
8.2147	0.0929184
6.50085	0.0929184
6.50085	0.476806
1.05659	0.476806
1.05659	0.291151
2.84645	0.291151
2.84645	0.0458998
0.32092	0.0458998
0.32092	0.941725
2.79648	0.941725
2.79648	3.49849
2.69481	3.49849
2.69481	0.100428
1.10768	0.100428
1.10768	10.5402
1.74867	10.5402
1.74867	3.12321
1.68619	3.12321
1.68619	1.84649
4.00347	1.84649
4.00347	3.17305
0.380883	3.17305
0.380883	0.253277
2.68267	0.253277
2.68267	2.48469
4.93394	2.48469
4.93394	0.620882
2.27883	0.620882
2.27883	0.308096
6.77504	0.308096
6.77504	0.655054
6.81988	0.655054
6.81988	0.622921
4.42853	0.622921
4.42853	3.12011
4.92617	3.12011
4.92617	1.17625
3.76235	1.17625
3.76235	1.12993
2.07948	1.12993
2.07948	2.02303
0.757125	2.02303
0.757125	0.296092
1.50762	0.296092
1.50762	0.631845
0.877243	0.631845
0.877243	3.31128
3.1992	3.31128
3.1992	2.62352
11.1309	2.62352
11.1309	0.907739
0.202577	0.907739
0.202577	0.717349
1.38419	0.717349
1.38419	2.20038
3.69158	2.20038
3.69158	1.17474
2.67161	1.17474
2.67161	0.666556
0.985404	0.666556
0.985404	0.193945
1.74761	0.193945
1.74761	0.419211
0.630488	0.419211
0.630488	0.507279
4.19709	0.507279
4.19709	0.740226
1.57886	0.740226
1.57886	0.175464
2.97642	0.175464
2.97642	1.47613
0.842376	1.47613
0.842376	0.826459
0.793849	0.826459
0.793849	0.78588
0.266895	0.78588
0.266895	1.63629
0.753406	1.63629
0.753406	3.77831
3.77738	3.77831
3.77738	1.57217
0.268439	1.57217
0.268439	1.32685
2.20621	1.32685
2.20621	3.37499
0.482287	3.37499
0.482287	4.04961
0.970099	4.04961
0.970099	3.21905
2.54073	3.21905
2.54073	0.968009
7.30652	0.968009
7.30652	1.11633
2.98335	1.11633
2.98335	2.167
4.90514	2.167
4.90514	2.05322e-05
10.8368	2.05322e-05
10.8368	4.72222
